agents,grid_width,grid_height,time_ms,path_length,distribution
1,10,10,0.088743,6,random
1,10,10,0.007805,1,random
1,10,10,0.007622,1,random
1,10,10,0.068138,10,random
1,10,10,0.088473,11,random
1,10,10,0.07667,11,random
1,10,10,0.084217,10,random
1,10,10,0.07698,10,random
1,10,10,0.07669,8,random
1,10,10,0.039269,5,random
1,10,10,0.02184,3,random
1,10,10,0.083029,9,random
1,10,10,0.025378,3,random
1,10,10,0.040995,6,random
1,10,10,0.041591,3,random
1,10,10,0.098936,11,random
1,10,10,0.023531,3,random
1,10,10,0.082357,9,random
1,10,10,0.0077,1,random
1,10,10,0.007291,1,random
1,10,10,0.007809,1,random
1,10,10,0.00739,1,random
1,10,10,0.007454,1,random
1,10,10,0.00749,1,random
1,10,10,0.007544,1,random
1,10,10,0.006955,1,random
1,10,10,0.007373,1,random
1,10,10,0.007609,1,random
1,10,10,0.007685,1,random
1,10,10,0.007162,1,random
1,10,10,0.007638,1,random
1,10,10,0.006811,1,random
1,10,10,0.007578,1,random
1,10,10,0.007833,1,random
1,10,10,0.007453,1,random
1,10,10,0.006965,1,random
1,10,10,0.007399,1,random
1,10,10,0.006818,1,random
